participant,group,block,sep,fixated,correct
16,no instruction,1,227,2,1
16,no instruction,1,640,2,0
16,no instruction,1,155,2,1
16,no instruction,1,640,2,0
16,no instruction,1,84,2,NA
16,no instruction,1,84,2,0
16,no instruction,1,120,2,NA
16,no instruction,1,155,3,NA
16,no instruction,1,191,2,NA
16,no instruction,1,191,2,NA
16,no instruction,1,284,2,NA
16,no instruction,1,284,2,NA
16,no instruction,1,155,2,0
16,no instruction,1,298,1,1
16,no instruction,1,227,2,NA
16,no instruction,1,262,2,1
16,no instruction,1,262,2,NA
16,no instruction,1,298,3,1
16,no instruction,1,84,3,1
16,no instruction,1,120,3,1
16,no instruction,1,120,2,0
16,no instruction,1,227,3,1
16,no instruction,1,227,3,1
16,no instruction,1,284,3,0
16,no instruction,1,155,2,1
16,no instruction,1,284,2,NA
16,no instruction,1,191,2,NA
16,no instruction,1,298,2,1
16,no instruction,1,84,2,0
16,no instruction,1,120,2,1
16,no instruction,1,155,2,0
16,no instruction,1,120,2,0
16,no instruction,1,640,2,1
16,no instruction,1,227,2,0
16,no instruction,1,262,2,NA
16,no instruction,1,191,2,1
16,no instruction,1,284,2,1
16,no instruction,1,155,2,0
16,no instruction,1,640,2,NA
16,no instruction,1,298,3,1
16,no instruction,1,227,3,1
16,no instruction,1,262,2,1
16,no instruction,1,120,2,1
16,no instruction,1,640,1,1
16,no instruction,1,640,3,0
16,no instruction,1,84,2,1
16,no instruction,1,262,2,1
16,no instruction,1,120,2,NA
16,no instruction,1,191,2,1
16,no instruction,1,262,2,0
16,no instruction,1,262,3,0
16,no instruction,1,155,3,1
16,no instruction,1,640,2,1
16,no instruction,1,284,2,0
16,no instruction,1,155,2,1
16,no instruction,1,227,2,0
16,no instruction,1,640,1,NA
16,no instruction,1,155,2,NA
16,no instruction,1,262,2,1
16,no instruction,1,191,2,0
16,no instruction,1,227,3,0
16,no instruction,1,284,2,1
16,no instruction,1,262,1,1
16,no instruction,1,191,2,1
16,no instruction,1,262,2,NA
16,no instruction,1,298,3,1
16,no instruction,1,640,2,NA
16,no instruction,1,155,2,1
16,no instruction,1,284,2,1
16,no instruction,1,298,2,0
16,no instruction,1,227,1,NA
16,no instruction,1,227,2,1
16,no instruction,2,191,1,1
16,no instruction,2,155,2,1
16,no instruction,2,155,2,1
16,no instruction,2,262,1,0
16,no instruction,2,298,3,1
16,no instruction,2,227,2,1
16,no instruction,2,284,2,1
16,no instruction,2,120,2,1
16,no instruction,2,191,2,0
16,no instruction,2,262,1,0
16,no instruction,2,227,3,1
16,no instruction,2,84,2,1
16,no instruction,2,640,1,1
16,no instruction,2,120,2,1
16,no instruction,2,640,3,1
16,no instruction,2,191,1,NA
16,no instruction,2,227,2,1
16,no instruction,2,84,2,1
16,no instruction,2,227,3,1
16,no instruction,2,640,3,0
16,no instruction,2,298,3,1
16,no instruction,2,262,2,1
16,no instruction,2,227,3,1
16,no instruction,2,227,3,1
16,no instruction,2,262,3,1
16,no instruction,2,191,3,1
16,no instruction,2,84,2,1
16,no instruction,2,155,3,1
16,no instruction,2,155,3,1
16,no instruction,2,640,2,0
16,no instruction,2,298,2,1
16,no instruction,2,227,3,1
16,no instruction,2,284,3,1
16,no instruction,2,298,3,1
16,no instruction,2,191,3,1
16,no instruction,2,84,2,1
16,no instruction,2,298,2,0
16,no instruction,2,191,3,1
16,no instruction,2,284,3,1
16,no instruction,2,84,2,1
16,no instruction,2,640,3,0
16,no instruction,2,298,3,1
16,no instruction,2,155,3,1
16,no instruction,2,120,2,1
16,no instruction,2,640,3,0
16,no instruction,2,84,2,1
16,no instruction,2,191,3,0
16,no instruction,2,262,3,1
16,no instruction,2,191,3,1
16,no instruction,2,120,1,1
16,no instruction,2,298,1,1
16,no instruction,2,84,2,NA
16,no instruction,2,120,1,1
16,no instruction,2,262,3,1
16,no instruction,2,262,2,1
16,no instruction,2,284,2,0
16,no instruction,2,284,3,1
16,no instruction,2,155,2,0
16,no instruction,2,155,3,0
16,no instruction,2,640,2,1
16,no instruction,2,262,3,NA
16,no instruction,2,262,2,1
16,no instruction,2,191,2,1
16,no instruction,2,227,2,1
16,no instruction,2,298,2,1
16,no instruction,2,262,2,0
16,no instruction,2,284,2,1
16,no instruction,2,298,3,NA
16,no instruction,2,227,3,1
16,no instruction,2,284,2,1
16,no instruction,2,284,1,0
16,no instruction,2,640,3,NA
16,no instruction,2,284,2,1
16,no instruction,2,298,3,1
16,no instruction,2,191,2,1
16,no instruction,2,84,3,1
16,no instruction,2,84,3,1
16,no instruction,2,155,3,1
16,no instruction,2,640,3,0
16,no instruction,2,155,2,1
16,no instruction,2,120,2,1
16,no instruction,2,227,2,NA
16,no instruction,2,120,2,NA
16,no instruction,2,155,3,1
16,no instruction,2,640,3,1
16,no instruction,2,120,3,NA
16,no instruction,2,84,3,1
16,no instruction,2,120,3,1
16,no instruction,2,284,2,1
16,no instruction,2,120,3,1
16,no instruction,2,262,2,1
16,no instruction,2,640,3,1
16,no instruction,2,284,3,1
16,no instruction,2,120,3,0
16,no instruction,2,298,3,NA
16,no instruction,2,155,2,1
16,no instruction,2,640,3,1
16,no instruction,2,227,2,1
16,no instruction,2,191,3,1
16,no instruction,2,120,2,1
16,no instruction,2,262,2,1
16,no instruction,2,84,2,1
16,no instruction,2,640,3,0
16,no instruction,2,120,2,1
16,no instruction,2,155,2,1
16,no instruction,2,191,2,0
16,no instruction,2,155,3,1
16,no instruction,2,284,2,1
16,no instruction,2,640,3,0
16,no instruction,2,120,2,1
16,no instruction,2,120,2,1
16,no instruction,2,640,2,NA
16,no instruction,2,262,3,0
16,no instruction,2,227,3,0
16,no instruction,2,284,1,1
16,no instruction,2,120,2,1
16,no instruction,2,191,3,0
16,no instruction,2,155,3,1
16,no instruction,2,84,2,1
16,no instruction,2,191,3,1
16,no instruction,2,155,3,0
16,no instruction,2,284,3,0
16,no instruction,2,155,3,0
16,no instruction,2,227,3,1
16,no instruction,2,120,3,1
16,no instruction,2,284,3,0
16,no instruction,2,640,3,1
16,no instruction,2,298,3,1
16,no instruction,2,191,2,NA
16,no instruction,2,298,2,1
16,no instruction,2,284,2,0
16,no instruction,2,191,2,1
16,no instruction,2,155,2,1
16,no instruction,2,227,2,0
16,no instruction,2,262,2,1
16,no instruction,2,298,3,1
16,no instruction,2,227,2,1
16,no instruction,2,298,3,1
16,no instruction,2,191,2,1
16,no instruction,2,227,2,1
16,no instruction,2,120,2,1
16,no instruction,2,84,2,NA
16,no instruction,2,84,2,1
16,no instruction,2,84,2,1
16,no instruction,2,298,2,1
16,no instruction,2,298,3,0
16,no instruction,2,262,2,1
16,no instruction,2,298,2,1
16,no instruction,2,227,3,1
16,no instruction,2,191,2,0
16,no instruction,2,284,2,0
16,no instruction,2,84,2,1
16,no instruction,2,84,2,NA
16,no instruction,2,262,2,NA
16,no instruction,2,84,2,1
16,no instruction,2,155,3,1
16,no instruction,2,227,3,0
16,no instruction,2,227,2,1
16,no instruction,2,155,3,1
16,no instruction,2,262,3,1
16,no instruction,2,640,3,1
16,no instruction,2,284,2,1
16,no instruction,2,284,1,0
16,no instruction,2,640,3,1
16,no instruction,2,262,3,0
16,no instruction,2,191,2,0
16,no instruction,2,227,2,0
16,no instruction,2,640,3,1
16,no instruction,2,262,2,NA
16,no instruction,2,120,2,1
16,no instruction,2,284,2,1
16,no instruction,2,262,2,1
16,no instruction,2,191,2,1
16,no instruction,2,120,2,1
16,no instruction,2,155,2,NA
16,no instruction,2,640,3,1
16,no instruction,2,84,2,1
16,no instruction,2,84,2,1
16,no instruction,2,298,3,1
16,no instruction,2,298,2,NA
16,no instruction,2,262,2,NA
16,no instruction,2,298,2,0
16,no instruction,2,84,3,1
16,no instruction,2,298,2,1
16,no instruction,2,155,3,NA
16,no instruction,2,227,3,1
16,no instruction,2,120,3,NA
16,no instruction,2,284,3,NA
16,no instruction,2,640,3,NA
16,no instruction,2,155,1,NA
16,no instruction,2,191,3,NA
16,no instruction,2,262,2,1
16,no instruction,2,227,2,0
16,no instruction,2,227,1,0
16,no instruction,2,84,1,NA
16,no instruction,2,191,3,1
16,no instruction,2,120,3,1
16,no instruction,2,227,3,1
16,no instruction,2,84,3,1
16,no instruction,2,120,2,1
16,no instruction,2,155,3,0
16,no instruction,2,262,2,1
16,no instruction,2,284,3,1
16,no instruction,2,284,3,0
16,no instruction,2,227,3,0
16,no instruction,2,284,3,0
16,no instruction,2,262,2,1
16,no instruction,2,284,3,1
16,no instruction,2,262,2,1
16,no instruction,2,84,1,NA
16,no instruction,2,191,2,1
16,no instruction,2,227,3,1
16,no instruction,2,191,2,1
16,no instruction,2,298,2,1
16,no instruction,2,284,3,NA
16,no instruction,2,640,3,1
16,no instruction,2,120,2,NA
16,no instruction,2,227,3,0
16,no instruction,2,262,3,1
16,no instruction,2,191,2,1
16,no instruction,2,120,3,0
16,no instruction,2,155,3,1
16,no instruction,2,84,2,1
16,no instruction,2,640,2,0
16,no instruction,2,262,2,NA
16,no instruction,2,155,3,1
16,no instruction,2,284,2,NA
16,no instruction,2,640,2,1
16,no instruction,2,120,2,1
16,no instruction,2,155,2,1
16,no instruction,2,84,2,1
16,no instruction,2,284,2,1
16,no instruction,2,298,3,1
16,no instruction,2,298,3,1
16,no instruction,2,227,2,0
16,no instruction,2,640,2,0
16,no instruction,2,298,3,1
16,no instruction,2,284,3,NA
16,no instruction,2,155,2,1
16,no instruction,2,191,3,1
16,no instruction,2,191,3,1
16,no instruction,2,262,2,1
16,no instruction,2,640,2,1
16,no instruction,2,640,2,0
16,no instruction,2,640,2,1
16,no instruction,2,262,2,1
16,no instruction,2,155,2,1
16,no instruction,2,84,2,NA
16,no instruction,2,120,2,0
16,no instruction,2,120,2,1
16,no instruction,2,191,3,0
16,no instruction,2,191,2,1
16,no instruction,2,155,2,1
16,no instruction,2,227,3,1
16,no instruction,2,298,2,1
16,no instruction,2,155,2,1
16,no instruction,2,298,2,0
16,no instruction,2,84,3,1
16,no instruction,2,191,2,0
16,no instruction,2,262,2,1
16,no instruction,2,84,2,1
16,no instruction,2,120,2,1
16,no instruction,2,284,2,NA
16,no instruction,2,120,3,1
16,no instruction,2,640,3,0
16,no instruction,2,640,2,0
16,no instruction,2,298,1,1
16,no instruction,2,84,2,1
16,no instruction,2,298,3,1
16,no instruction,2,227,3,1
16,no instruction,2,191,3,1
16,no instruction,2,640,3,1
16,no instruction,2,120,3,1
16,no instruction,2,227,2,NA
16,no instruction,2,298,2,1
16,no instruction,2,84,2,NA
16,no instruction,2,262,3,NA
16,no instruction,2,155,2,1
16,no instruction,2,191,3,NA
16,no instruction,2,120,2,NA
16,no instruction,2,640,2,1
16,no instruction,2,155,3,0
16,no instruction,2,284,3,1
16,no instruction,2,262,2,NA
16,no instruction,2,227,3,1
16,no instruction,2,640,3,1
16,no instruction,2,640,2,1
16,no instruction,2,298,3,0
16,no instruction,2,155,3,1
16,no instruction,2,640,3,NA
16,no instruction,2,191,2,NA
16,no instruction,2,284,3,1
16,no instruction,2,227,2,NA
16,no instruction,2,284,3,0
16,no instruction,2,191,3,1
16,no instruction,2,298,2,1
16,no instruction,2,284,2,0
16,no instruction,2,155,2,1
16,no instruction,2,84,2,1
16,no instruction,2,262,2,1
16,no instruction,2,284,2,1
16,no instruction,2,191,3,1
16,no instruction,2,191,2,1
16,no instruction,2,262,3,0
16,no instruction,2,284,3,1
16,no instruction,2,262,3,NA
16,no instruction,2,640,2,1
16,no instruction,2,298,2,1
16,no instruction,2,227,3,NA
16,no instruction,2,262,2,1
16,no instruction,2,84,1,NA
16,no instruction,2,298,2,1
16,no instruction,2,262,2,1
16,no instruction,2,284,3,0
16,no instruction,2,262,2,0
16,no instruction,2,155,2,1
16,no instruction,2,191,2,NA
16,no instruction,2,84,3,1
16,no instruction,2,155,2,1
16,no instruction,2,155,2,1
16,no instruction,2,227,3,NA
16,no instruction,2,84,2,1
16,no instruction,2,640,2,0
16,no instruction,2,227,3,NA
16,no instruction,2,298,3,1
16,no instruction,2,120,3,NA
16,no instruction,2,191,2,1
16,no instruction,2,227,3,0
16,no instruction,2,155,2,1
16,no instruction,2,84,2,1
16,no instruction,2,298,3,NA
16,no instruction,2,640,3,NA
16,no instruction,2,84,2,1
16,no instruction,2,120,2,NA
16,no instruction,2,155,2,0
16,no instruction,2,298,2,1
16,no instruction,2,120,2,1
16,no instruction,2,298,3,NA
16,no instruction,2,120,3,1
16,no instruction,2,298,2,1
16,no instruction,2,191,2,1
16,no instruction,2,120,3,1
16,no instruction,2,284,3,NA
16,no instruction,2,84,3,1
16,no instruction,2,227,3,1
16,no instruction,2,640,1,0
16,no instruction,2,227,2,NA
16,no instruction,2,191,2,NA
16,no instruction,2,120,3,NA
16,no instruction,2,284,2,1
16,no instruction,2,84,2,1
16,no instruction,2,262,2,1
16,no instruction,2,262,2,1
16,no instruction,2,227,2,1
16,no instruction,2,155,2,0
16,no instruction,2,84,2,NA
16,no instruction,2,120,2,1
16,no instruction,2,120,2,1
16,no instruction,2,284,3,NA
16,no instruction,2,640,3,NA
17,instruction,1,230,1,1
17,instruction,1,124,1,1
17,instruction,1,301,2,1
17,instruction,1,640,3,NA
17,instruction,1,159,1,1
17,instruction,1,124,1,1
17,instruction,1,301,2,1
17,instruction,1,195,1,1
17,instruction,1,230,1,0
17,instruction,1,159,1,1
17,instruction,1,640,2,1
17,instruction,1,284,3,0
17,instruction,1,124,1,1
17,instruction,1,284,3,1
17,instruction,1,284,2,1
17,instruction,1,124,1,1
17,instruction,1,159,1,1
17,instruction,1,159,1,1
17,instruction,1,195,1,1
17,instruction,1,266,3,0
17,instruction,1,284,3,1
17,instruction,1,301,2,1
17,instruction,1,301,3,1
17,instruction,1,195,1,1
17,instruction,1,337,3,1
17,instruction,1,195,1,1
17,instruction,1,284,2,0
17,instruction,1,337,3,1
17,instruction,1,124,1,NA
17,instruction,1,301,2,0
17,instruction,1,337,3,1
17,instruction,1,230,1,1
17,instruction,1,159,1,1
17,instruction,1,230,1,1
17,instruction,1,284,3,1
17,instruction,1,159,1,1
17,instruction,1,195,1,1
17,instruction,1,337,2,1
17,instruction,1,284,2,1
17,instruction,1,640,3,0
17,instruction,1,159,1,1
17,instruction,1,195,1,1
17,instruction,1,640,2,1
17,instruction,1,230,1,1
17,instruction,1,230,1,1
17,instruction,1,640,2,1
17,instruction,1,337,3,1
17,instruction,1,266,2,1
17,instruction,1,195,1,1
17,instruction,1,266,2,1
17,instruction,1,640,3,NA
17,instruction,1,230,1,1
17,instruction,1,640,3,NA
17,instruction,1,301,3,1
17,instruction,1,266,2,0
17,instruction,1,640,3,NA
17,instruction,1,266,2,1
17,instruction,1,266,3,0
17,instruction,1,266,3,1
17,instruction,1,301,2,0
17,instruction,1,195,1,1
17,instruction,1,266,3,1
17,instruction,1,124,1,NA
17,instruction,1,124,1,NA
17,instruction,1,337,2,1
17,instruction,1,195,1,0
17,instruction,1,284,2,1
17,instruction,1,301,3,1
17,instruction,1,159,1,1
17,instruction,1,266,3,1
17,instruction,1,301,2,NA
17,instruction,1,284,3,1
17,instruction,1,230,1,1
17,instruction,1,337,3,1
17,instruction,1,640,2,0
17,instruction,1,301,2,0
17,instruction,1,230,1,1
17,instruction,1,337,3,1
17,instruction,1,337,3,1
17,instruction,1,159,1,1
17,instruction,1,640,3,1
17,instruction,1,124,1,NA
17,instruction,1,124,1,1
17,instruction,1,337,3,1
17,instruction,1,266,3,1
17,instruction,1,124,1,1
17,instruction,1,195,1,1
17,instruction,1,159,1,1
17,instruction,1,230,1,1
17,instruction,1,284,3,1
17,instruction,1,124,1,1
17,instruction,1,159,1,1
17,instruction,1,337,3,0
17,instruction,1,284,3,1
17,instruction,1,284,2,1
17,instruction,1,337,2,1
17,instruction,1,301,2,1
17,instruction,1,230,1,1
17,instruction,1,159,1,1
17,instruction,1,301,3,1
17,instruction,1,230,1,1
17,instruction,1,337,2,NA
17,instruction,1,124,1,1
17,instruction,1,230,1,1
17,instruction,1,159,1,1
17,instruction,1,124,1,1
17,instruction,1,159,1,1
17,instruction,1,266,3,1
17,instruction,1,284,2,1
17,instruction,1,640,3,NA
17,instruction,1,640,3,NA
17,instruction,1,284,3,1
17,instruction,1,337,2,1
17,instruction,1,230,1,1
17,instruction,1,640,3,NA
17,instruction,1,195,1,1
17,instruction,1,124,1,1
17,instruction,1,124,1,1
17,instruction,1,195,1,1
17,instruction,1,301,3,1
17,instruction,1,159,1,1
17,instruction,1,301,3,1
17,instruction,1,640,3,NA
17,instruction,1,301,3,0
17,instruction,1,266,3,0
17,instruction,1,266,2,NA
17,instruction,1,640,2,1
17,instruction,1,301,2,1
17,instruction,1,266,3,NA
17,instruction,1,124,1,1
17,instruction,1,124,1,1
17,instruction,1,124,1,1
17,instruction,1,230,1,0
17,instruction,1,230,1,1
17,instruction,1,195,1,1
17,instruction,1,337,3,1
17,instruction,1,301,2,NA
17,instruction,1,266,2,0
17,instruction,1,337,3,1
17,instruction,1,124,1,1
17,instruction,1,284,3,0
17,instruction,1,159,1,1
17,instruction,1,230,1,1
17,instruction,1,195,1,1
17,instruction,1,301,2,1
17,instruction,1,124,1,1
17,instruction,1,284,2,1
17,instruction,1,266,2,NA
17,instruction,1,195,1,1
17,instruction,1,159,1,1
17,instruction,1,195,1,1
17,instruction,1,266,2,1
17,instruction,1,159,1,NA
17,instruction,1,284,3,NA
17,instruction,1,640,2,1
17,instruction,1,337,3,1
17,instruction,1,195,1,1
17,instruction,1,640,2,0
17,instruction,1,640,3,NA
17,instruction,1,640,3,NA
17,instruction,1,284,2,0
17,instruction,1,230,1,1
17,instruction,1,230,1,1
17,instruction,1,266,2,1
17,instruction,1,640,3,1
17,instruction,1,230,1,NA
17,instruction,1,159,1,1
17,instruction,1,266,2,1
17,instruction,1,301,3,0
17,instruction,1,284,2,1
17,instruction,1,337,3,1
17,instruction,1,337,3,1
17,instruction,1,284,2,1
17,instruction,1,337,2,1
17,instruction,1,195,1,NA
17,instruction,1,266,2,1
17,instruction,1,195,1,1
17,instruction,1,195,1,NA
17,instruction,1,301,3,1
17,instruction,1,159,1,1
17,instruction,1,284,2,NA
17,instruction,1,284,3,0
17,instruction,1,640,2,NA
17,instruction,1,337,3,NA
17,instruction,1,301,3,1
17,instruction,1,195,1,1
17,instruction,1,266,3,NA
17,instruction,1,195,1,0
17,instruction,1,337,2,NA
17,instruction,1,124,1,1
17,instruction,1,284,3,0
17,instruction,1,266,2,NA
17,instruction,1,159,1,NA
17,instruction,1,159,1,1
17,instruction,1,266,3,NA
17,instruction,1,159,1,1
17,instruction,1,301,3,1
17,instruction,1,337,3,1
17,instruction,1,284,NA,NA
17,instruction,1,284,3,NA
17,instruction,1,195,1,NA
17,instruction,1,337,2,NA
17,instruction,1,230,1,1
17,instruction,1,159,1,NA
17,instruction,1,159,1,1
17,instruction,1,124,1,1
17,instruction,1,266,3,0
17,instruction,1,159,1,NA
17,instruction,1,284,2,NA
17,instruction,1,337,3,1
17,instruction,1,301,3,1
17,instruction,1,301,2,1
17,instruction,1,640,3,NA
17,instruction,1,301,2,1
17,instruction,1,337,3,0
17,instruction,1,230,1,1
17,instruction,1,284,2,1
17,instruction,1,230,1,1
17,instruction,1,195,1,1
17,instruction,1,195,1,1
17,instruction,1,301,3,1
17,instruction,1,195,1,1
17,instruction,1,230,1,1
17,instruction,1,337,3,0
17,instruction,1,337,3,1
17,instruction,1,230,1,1
17,instruction,1,337,3,0
17,instruction,1,195,1,1
17,instruction,1,159,1,1
17,instruction,1,124,1,1
17,instruction,1,266,2,0
17,instruction,1,124,1,1
17,instruction,1,124,1,1
17,instruction,1,640,3,NA
17,instruction,1,266,2,1
17,instruction,1,195,1,1
17,instruction,1,124,1,1
17,instruction,1,640,3,NA
17,instruction,1,284,3,1
17,instruction,1,124,1,1
17,instruction,1,640,2,1
17,instruction,1,301,2,1
17,instruction,1,337,2,1
17,instruction,1,266,3,1
17,instruction,1,640,3,NA
17,instruction,1,284,3,1
17,instruction,1,301,3,1
17,instruction,1,640,2,0
17,instruction,1,266,3,1
17,instruction,1,159,1,1
17,instruction,1,159,1,1
17,instruction,1,266,2,1
17,instruction,1,124,1,1
17,instruction,1,195,1,0
17,instruction,1,124,1,1
17,instruction,1,230,1,1
17,instruction,1,195,1,1
17,instruction,1,640,3,NA
17,instruction,1,266,2,1
17,instruction,1,230,1,0
17,instruction,1,301,2,1
17,instruction,1,284,2,1
17,instruction,1,640,2,NA
17,instruction,1,301,3,0
17,instruction,1,640,2,1
17,instruction,1,230,1,1
17,instruction,1,159,1,1
17,instruction,1,230,1,1
17,instruction,1,124,1,1
17,instruction,1,230,1,1
17,instruction,1,124,1,1
17,instruction,1,124,1,1
17,instruction,1,230,1,0
17,instruction,1,124,1,1
17,instruction,1,284,2,1
17,instruction,1,284,3,NA
17,instruction,1,159,1,1
17,instruction,1,266,2,1
17,instruction,1,124,1,1
17,instruction,1,159,1,1
17,instruction,1,159,1,1
17,instruction,1,195,1,1
17,instruction,1,266,3,1
17,instruction,1,640,3,NA
17,instruction,1,159,1,1
17,instruction,1,301,2,1
17,instruction,1,301,2,1
17,instruction,1,301,3,0
17,instruction,1,195,1,NA
17,instruction,1,124,1,1
17,instruction,1,640,2,0
17,instruction,1,230,1,1
17,instruction,1,266,3,NA
17,instruction,1,124,1,1
17,instruction,1,159,1,1
17,instruction,1,337,3,1
17,instruction,1,124,1,1
17,instruction,1,230,1,1
17,instruction,1,337,3,1
17,instruction,1,159,1,0
17,instruction,1,266,2,1
17,instruction,1,337,3,1
17,instruction,1,195,1,1
17,instruction,1,301,2,NA
17,instruction,1,337,3,1
17,instruction,1,337,2,1
17,instruction,1,159,1,1
17,instruction,1,195,1,0
17,instruction,1,337,3,0
17,instruction,1,230,1,1
17,instruction,1,195,1,1
17,instruction,1,301,3,1
17,instruction,1,230,1,1
17,instruction,1,230,1,1
17,instruction,1,640,2,1
17,instruction,1,640,2,1
17,instruction,1,284,2,NA
17,instruction,1,159,1,1
17,instruction,1,124,1,1
17,instruction,1,337,3,NA
17,instruction,1,159,1,1
17,instruction,1,640,3,1
17,instruction,1,640,3,NA
17,instruction,1,640,3,NA
17,instruction,1,266,3,1
17,instruction,1,301,2,1
17,instruction,1,230,1,0
17,instruction,1,337,2,1
17,instruction,1,230,1,1
17,instruction,1,301,2,0
17,instruction,1,640,3,NA
17,instruction,1,266,2,0
17,instruction,1,284,3,1
17,instruction,1,640,3,NA
17,instruction,1,284,2,NA
17,instruction,1,284,2,1
17,instruction,1,284,2,0
17,instruction,1,159,1,1
17,instruction,1,195,1,1
17,instruction,1,266,3,NA
17,instruction,1,195,1,1
17,instruction,1,230,1,0
17,instruction,1,266,2,1
17,instruction,1,284,3,1
17,instruction,1,640,2,1
17,instruction,1,301,2,1
17,instruction,1,284,3,1
17,instruction,1,301,2,NA
17,instruction,1,266,2,NA
17,instruction,1,266,3,1
17,instruction,1,195,1,1
17,instruction,1,230,1,0
17,instruction,1,284,2,1
17,instruction,1,337,3,1
17,instruction,1,301,3,0
17,instruction,1,195,1,1
17,instruction,1,124,1,1
17,instruction,1,124,1,1
17,instruction,1,195,1,1
17,instruction,1,337,3,1
17,no instruction,2,230,1,NA
17,no instruction,2,195,1,1
17,no instruction,2,195,2,1
17,no instruction,2,301,3,1
17,no instruction,2,337,1,1
17,no instruction,2,266,1,0
17,no instruction,2,284,1,0
17,no instruction,2,159,1,1
17,no instruction,2,230,1,0
17,no instruction,2,301,2,1
17,no instruction,2,266,3,1
17,no instruction,2,124,1,1
17,no instruction,2,640,1,1
17,no instruction,2,159,1,1
17,no instruction,2,640,1,1
17,no instruction,2,230,1,1
17,no instruction,2,266,2,1
17,no instruction,2,124,2,1
17,no instruction,2,266,1,1
17,no instruction,2,640,1,NA
17,no instruction,2,337,3,1
17,no instruction,2,301,2,NA
17,no instruction,2,266,2,1
17,no instruction,2,266,1,1
17,no instruction,2,301,1,1
17,no instruction,2,230,1,1
17,no instruction,2,124,2,1
17,no instruction,2,195,1,1
17,no instruction,2,195,3,1
17,no instruction,2,640,2,1
17,no instruction,2,337,3,NA
17,no instruction,2,266,1,1
17,no instruction,2,284,1,1
17,no instruction,2,337,1,1
17,no instruction,2,230,1,1
17,no instruction,2,124,1,1
17,no instruction,2,337,1,0
17,no instruction,2,230,1,1
17,no instruction,2,284,1,1
17,no instruction,2,124,1,NA
17,no instruction,2,640,1,0
17,no instruction,2,337,3,1
17,no instruction,2,195,1,NA
17,no instruction,2,159,1,1
17,no instruction,2,640,1,NA
17,no instruction,2,124,1,1
17,no instruction,2,230,1,1
17,no instruction,2,301,1,1
17,no instruction,2,230,1,1
17,no instruction,2,159,1,1
17,no instruction,2,337,1,0
17,no instruction,2,124,1,1
17,no instruction,2,159,1,1
17,no instruction,2,301,1,1
17,no instruction,2,301,1,1
17,no instruction,2,284,1,1
17,no instruction,2,284,3,1
17,no instruction,2,195,2,0
17,no instruction,2,195,1,1
17,no instruction,2,640,2,1
17,no instruction,2,301,3,1
17,no instruction,2,301,2,NA
17,no instruction,2,230,1,1
17,no instruction,2,266,1,0
17,no instruction,2,337,1,1
17,no instruction,2,301,1,1
17,no instruction,2,284,1,1
17,no instruction,2,337,1,0
17,no instruction,2,266,1,0
17,no instruction,2,284,1,1
17,no instruction,2,284,1,1
17,no instruction,2,640,1,0
17,no instruction,2,284,2,NA
17,no instruction,2,337,1,1
17,no instruction,2,230,1,1
17,no instruction,2,124,1,NA
17,no instruction,2,124,1,1
17,no instruction,2,195,1,1
17,no instruction,2,640,1,1
17,no instruction,2,195,1,1
17,no instruction,2,159,1,1
17,no instruction,2,266,1,0
17,no instruction,2,159,1,1
17,no instruction,2,195,1,1
17,no instruction,2,640,1,NA
17,no instruction,2,159,1,1
17,no instruction,2,124,1,1
17,no instruction,2,159,1,1
17,no instruction,2,284,1,1
17,no instruction,2,159,1,1
17,no instruction,2,301,1,0
17,no instruction,2,640,1,0
17,no instruction,2,284,1,1
17,no instruction,2,159,1,1
17,no instruction,2,337,1,NA
17,no instruction,2,195,1,1
17,no instruction,2,640,2,NA
17,no instruction,2,266,1,1
17,no instruction,2,230,1,1
17,no instruction,2,159,1,1
17,no instruction,2,301,1,NA
17,no instruction,2,124,1,1
17,no instruction,2,640,1,0
17,no instruction,2,159,1,1
17,no instruction,2,195,1,1
17,no instruction,2,230,1,1
17,no instruction,2,195,1,1
17,no instruction,2,284,1,1
17,no instruction,2,640,1,NA
17,no instruction,2,159,1,1
17,no instruction,2,159,1,1
17,no instruction,2,640,2,NA
17,no instruction,2,301,1,0
17,no instruction,2,266,1,0
17,no instruction,2,284,1,0
17,no instruction,2,159,1,1
17,no instruction,2,230,1,1
17,no instruction,2,195,1,1
17,no instruction,2,124,1,1
17,no instruction,2,230,1,1
17,no instruction,2,195,1,1
17,no instruction,2,284,1,0
17,no instruction,2,195,1,NA
17,no instruction,2,266,1,1
17,no instruction,2,159,1,1
17,no instruction,2,284,1,0
17,no instruction,2,640,1,1
17,no instruction,2,337,3,1
17,no instruction,2,230,2,1
17,no instruction,2,337,2,1
17,no instruction,2,284,2,1
17,no instruction,2,230,2,NA
17,no instruction,2,195,2,1
17,no instruction,2,266,2,0
17,no instruction,2,301,1,0
17,no instruction,2,337,1,1
17,no instruction,2,266,1,0
17,no instruction,2,337,1,0
17,no instruction,2,230,1,0
17,no instruction,2,266,1,1
17,no instruction,2,159,1,1
17,no instruction,2,124,1,1
17,no instruction,2,124,1,1
17,no instruction,2,124,1,1
17,no instruction,2,337,2,1
17,no instruction,2,337,3,0
17,no instruction,2,301,2,NA
17,no instruction,2,337,1,0
17,no instruction,2,266,1,1
17,no instruction,2,230,1,NA
17,no instruction,2,284,1,1
17,no instruction,2,124,1,1
17,no instruction,2,124,1,1
