.chain,.iteration,.draw,hoop,.value,param,group
1,894,894,far,-2.14579,b,prior
1,895,895,far,0.0222933,b,prior
1,896,896,far,-2.97763,b,prior
1,897,897,far,-0.376599,b,prior
1,898,898,far,-0.444672,b,prior
1,899,899,far,-2.08984,b,prior
1,900,900,far,-2.09222,b,prior
1,901,901,far,-0.665071,b,prior
1,902,902,far,-2.2336,b,prior
1,903,903,far,-0.754568,b,prior
1,904,904,far,-2.9256,b,prior
1,905,905,far,-1.82744,b,prior
1,906,906,far,-1.28432,b,prior
1,907,907,far,-2.02547,b,prior
1,908,908,far,0.177163,b,prior
1,909,909,far,-2.55034,b,prior
1,910,910,far,-0.222068,b,prior
1,911,911,far,-3.52195,b,prior
1,912,912,far,0.421559,b,prior
1,913,913,far,-1.88758,b,prior
1,914,914,far,-0.37311,b,prior
1,915,915,far,0.89912,b,prior
1,916,916,far,-3.76736,b,prior
1,917,917,far,-3.738,b,prior
1,918,918,far,0.674253,b,prior
1,919,919,far,-3.96967,b,prior
1,920,920,far,-3.40816,b,prior
1,921,921,far,-0.88934,b,prior
1,922,922,far,-2.60118,b,prior
1,923,923,far,-0.515025,b,prior
1,924,924,far,-0.665678,b,prior
1,925,925,far,-0.857687,b,prior
1,926,926,far,-1.46081,b,prior
1,927,927,far,-1.5039,b,prior
1,928,928,far,-1.30622,b,prior
1,929,929,far,-3.16615,b,prior
1,930,930,far,-0.11679,b,prior
1,931,931,far,-4.64791,b,prior
1,932,932,far,-0.482002,b,prior
1,933,933,far,-2.93394,b,prior
1,934,934,far,-0.401294,b,prior
1,935,935,far,-1.39911,b,prior
1,936,936,far,-1.65114,b,prior
1,937,937,far,-1.60892,b,prior
1,938,938,far,-2.86794,b,prior
1,939,939,far,-2.24994,b,prior
1,940,940,far,-0.682822,b,prior
1,941,941,far,-2.33019,b,prior
1,942,942,far,-1.79329,b,prior
1,943,943,far,-1.78442,b,prior
1,944,944,far,-1.14382,b,prior
1,945,945,far,-1.76495,b,prior
1,946,946,far,-1.16577,b,prior
1,947,947,far,-1.58804,b,prior
1,948,948,far,-1.51513,b,prior
1,949,949,far,-1.09718,b,prior
1,950,950,far,-1.32624,b,prior
1,951,951,far,-1.17405,b,prior
1,952,952,far,-1.04367,b,prior
1,953,953,far,-0.790102,b,prior
1,954,954,far,-2.20713,b,prior
1,955,955,far,-1.16125,b,prior
1,956,956,far,0.477193,b,prior
1,957,957,far,-4.00996,b,prior
1,958,958,far,1.22015,b,prior
1,959,959,far,0.605385,b,prior
1,960,960,far,-2.7102,b,prior
1,961,961,far,-3.21604,b,prior
1,962,962,far,-2.37286,b,prior
1,963,963,far,-2.15126,b,prior
1,964,964,far,-1.12429,b,prior
1,965,965,far,-0.917974,b,prior
1,966,966,far,-1.31945,b,prior
1,967,967,far,-2.46304,b,prior
1,968,968,far,-1.27525,b,prior
1,969,969,far,-1.81752,b,prior
1,970,970,far,-0.351056,b,prior
1,971,971,far,-1.45977,b,prior
1,972,972,far,-0.488005,b,prior
1,973,973,far,-2.93106,b,prior
1,974,974,far,0.859191,b,prior
1,975,975,far,-2.54407,b,prior
1,976,976,far,-1.63348,b,prior
1,977,977,far,-1.94195,b,prior
1,978,978,far,-2.94587,b,prior
1,979,979,far,-3.19719,b,prior
1,980,980,far,-0.0771954,b,prior
1,981,981,far,-3.52101,b,prior
1,982,982,far,0.364825,b,prior
1,983,983,far,1.17631,b,prior
1,984,984,far,-4.25124,b,prior
1,985,985,far,-1.87285,b,prior
1,986,986,far,-1.38503,b,prior
1,987,987,far,-2.53617,b,prior
1,988,988,far,-0.845898,b,prior
1,989,989,far,-1.65614,b,prior
1,990,990,far,-1.15781,b,prior
1,991,991,far,-1.11517,b,prior
1,992,992,far,-1.14304,b,prior
1,993,993,far,-1.33502,b,prior
1,994,994,far,-1.62675,b,prior
1,995,995,far,-1.96909,b,prior
1,996,996,far,-1.15872,b,prior
1,997,997,far,-2.12245,b,prior
1,998,998,far,0.75102,b,prior
1,999,999,far,-0.0735001,b,prior
1,1000,1000,far,-2.90392,b,prior
1,1001,1001,far,0.642118,b,prior
1,1002,1002,far,-2.46453,b,prior
1,1003,1003,far,-1.16202,b,prior
1,1004,1004,far,-2.57777,b,prior
1,1005,1005,far,-0.389759,b,prior
1,1006,1006,far,-2.32637,b,prior
1,1007,1007,far,-2.94168,b,prior
1,1008,1008,far,-0.100326,b,prior
1,1009,1009,far,-3.21318,b,prior
1,1010,1010,far,-2.84611,b,prior
1,1011,1011,far,-2.75654,b,prior
1,1012,1012,far,-0.311024,b,prior
1,1013,1013,far,-2.35109,b,prior
1,1014,1014,far,-0.861955,b,prior
1,1015,1015,far,-1.44012,b,prior
1,1016,1016,far,-1.45684,b,prior
1,1017,1017,far,-1.56226,b,prior
1,1018,1018,far,-1.33894,b,prior
1,1019,1019,far,-2.10187,b,prior
1,1020,1020,far,-2.64882,b,prior
1,1021,1021,far,-0.347924,b,prior
1,1022,1022,far,-2.37503,b,prior
1,1023,1023,far,-1.4007,b,prior
1,1024,1024,far,-2.45949,b,prior
1,1025,1025,far,-0.9421,b,prior
1,1026,1026,far,-2.1885,b,prior
1,1027,1027,far,-0.712525,b,prior
1,1028,1028,far,-2.24994,b,prior
1,1029,1029,far,-2.63793,b,prior
1,1030,1030,far,-2.15363,b,prior
1,1031,1031,far,-1.97966,b,prior
1,1032,1032,far,-1.4743,b,prior
1,1033,1033,far,-0.991174,b,prior
1,1034,1034,far,-2.18721,b,prior
1,1035,1035,far,-0.565806,b,prior
1,1036,1036,far,-0.592277,b,prior
1,1037,1037,far,-0.870754,b,prior
1,1038,1038,far,-1.29157,b,prior
1,1039,1039,far,-2.27705,b,prior
1,1040,1040,far,0.0626312,b,prior
1,1041,1041,far,-2.35159,b,prior
1,1042,1042,far,-0.829785,b,prior
1,1043,1043,far,-2.54632,b,prior
1,1044,1044,far,-0.618959,b,prior
1,1045,1045,far,-2.1272,b,prior
1,1046,1046,far,-2.14439,b,prior
1,1047,1047,far,-0.665565,b,prior
1,1048,1048,far,-0.585811,b,prior
1,1049,1049,far,-2.18494,b,prior
1,1050,1050,far,-0.526217,b,prior
1,1051,1051,far,-2.19359,b,prior
1,1052,1052,far,-0.723263,b,prior
1,1053,1053,far,-3.69302,b,prior
1,1054,1054,far,-2.76551,b,prior
1,1055,1055,far,-1.32308,b,prior
1,1056,1056,far,-2.75516,b,prior
1,1057,1057,far,-2.10962,b,prior
1,1058,1058,far,-2.21188,b,prior
1,1059,1059,far,-0.971479,b,prior
1,1060,1060,far,-1.32537,b,prior
1,1061,1061,far,-2.37089,b,prior
1,1062,1062,far,-0.588836,b,prior
1,1063,1063,far,-2.42349,b,prior
1,1064,1064,far,-1.32205,b,prior
1,1065,1065,far,0.362436,b,prior
1,1066,1066,far,-1.62917,b,prior
1,1067,1067,far,-0.924286,b,prior
1,1068,1068,far,-1.03825,b,prior
1,1069,1069,far,-1.38777,b,prior
1,1070,1070,far,-1.16421,b,prior
1,1071,1071,far,-1.87577,b,prior
1,1072,1072,far,-0.884324,b,prior
1,1073,1073,far,-2.61973,b,prior
1,1074,1074,far,-1.01616,b,prior
1,1075,1075,far,-2.74146,b,prior
1,1076,1076,far,-0.53903,b,prior
1,1077,1077,far,-2.36175,b,prior
1,1078,1078,far,-0.00451442,b,prior
1,1079,1079,far,-0.408293,b,prior
1,1080,1080,far,-2.49864,b,prior
1,1081,1081,far,-0.856599,b,prior
1,1082,1082,far,-2.80321,b,prior
1,1083,1083,far,-1.65859,b,prior
1,1084,1084,far,-1.38771,b,prior
1,1085,1085,far,-1.2088,b,prior
1,1086,1086,far,-2.14832,b,prior
1,1087,1087,far,-2.21993,b,prior
1,1088,1088,far,-1.38081,b,prior
1,1089,1089,far,-2.58572,b,prior
1,1090,1090,far,-1.80084,b,prior
1,1091,1091,far,-2.25763,b,prior
1,1092,1092,far,-1.28969,b,prior
1,1093,1093,far,-1.55439,b,prior
1,1094,1094,far,-1.39126,b,prior
1,1095,1095,far,-1.5229,b,prior
1,1096,1096,far,-1.6611,b,prior
1,1097,1097,far,-1.73804,b,prior
1,1098,1098,far,-1.96141,b,prior
1,1099,1099,far,-2.52375,b,prior
1,1100,1100,far,0.19011,b,prior
1,1101,1101,far,-3.24866,b,prior
1,1102,1102,far,-2.86486,b,prior
1,1103,1103,far,-0.132717,b,prior
1,1104,1104,far,-2.86171,b,prior
1,1105,1105,far,-0.647892,b,prior
1,1106,1106,far,-0.873362,b,prior
1,1107,1107,far,-2.2662,b,prior
1,1108,1108,far,-2.03032,b,prior
1,1109,1109,far,-1.12084,b,prior
1,1110,1110,far,-1.16429,b,prior
1,1111,1111,far,-1.66109,b,prior
1,1112,1112,far,-1.33454,b,prior
1,1113,1113,far,-1.48137,b,prior
1,1114,1114,far,-1.25926,b,prior
1,1115,1115,far,-1.92233,b,prior
1,1116,1116,far,-1.05998,b,prior
1,1117,1117,far,-0.703049,b,prior
1,1118,1118,far,-1.00824,b,prior
1,1119,1119,far,-1.29818,b,prior
1,1120,1120,far,-0.819513,b,prior
1,1121,1121,far,-1.81401,b,prior
1,1122,1122,far,-3.63002,b,prior
1,1123,1123,far,0.595904,b,prior
1,1124,1124,far,-2.55358,b,prior
1,1125,1125,far,-0.613032,b,prior
1,1126,1126,far,-1.1043,b,prior
1,1127,1127,far,-2.00321,b,prior
1,1128,1128,far,-1.09208,b,prior
1,1129,1129,far,-2.16778,b,prior
1,1130,1130,far,-0.372973,b,prior
1,1131,1131,far,-1.61648,b,prior
1,1132,1132,far,-0.0521275,b,prior
1,1133,1133,far,0.396884,b,prior
1,1134,1134,far,-2.88222,b,prior
1,1135,1135,far,-0.614246,b,prior
1,1136,1136,far,-1.88465,b,prior
1,1137,1137,far,-0.90295,b,prior
1,1138,1138,far,-1.07153,b,prior
1,1139,1139,far,-1.09303,b,prior
1,1140,1140,far,-3.17609,b,prior
1,1141,1141,far,0.153672,b,prior
1,1142,1142,far,-3.4085,b,prior
1,1143,1143,far,-2.71233,b,prior
1,1144,1144,far,-1.33028,b,prior
1,1145,1145,far,-1.65494,b,prior
1,1146,1146,far,-1.30031,b,prior
1,1147,1147,far,-1.84541,b,prior
1,1148,1148,far,-0.43416,b,prior
1,1149,1149,far,-0.938625,b,prior
1,1150,1150,far,-1.77539,b,prior
1,1151,1151,far,-1.38251,b,prior
1,1152,1152,far,-1.60587,b,prior
1,1153,1153,far,1.09423,b,prior
1,1154,1154,far,-3.90214,b,prior
1,1155,1155,far,1.00656,b,prior
1,1156,1156,far,-2.43215,b,prior
1,1157,1157,far,-2.95113,b,prior
1,1158,1158,far,0.440232,b,prior
1,1159,1159,far,-1.31657,b,prior
1,1160,1160,far,-1.72855,b,prior
1,1161,1161,far,-1.63474,b,prior
1,1162,1162,far,-1.46479,b,prior
1,1163,1163,far,0.0482037,b,prior
1,1164,1164,far,-2.70696,b,prior
1,1165,1165,far,-1.23506,b,prior
1,1166,1166,far,-0.206298,b,prior
1,1167,1167,far,-0.203436,b,prior
1,1168,1168,far,-3.14079,b,prior
1,1169,1169,far,-3.60663,b,prior
1,1170,1170,far,0.696231,b,prior
1,1171,1171,far,-2.63442,b,prior
1,1172,1172,far,-0.412122,b,prior
1,1173,1173,far,-1.06387,b,prior
1,1174,1174,far,-0.613106,b,prior
1,1175,1175,far,-0.372103,b,prior
1,1176,1176,far,-2.56007,b,prior
1,1177,1177,far,0.0275881,b,prior
1,1178,1178,far,-3.10678,b,prior
1,1179,1179,far,-0.629254,b,prior
1,1180,1180,far,-1.60487,b,prior
1,1181,1181,far,-0.957054,b,prior
1,1182,1182,far,-1.02067,b,prior
1,1183,1183,far,-3.9723,b,prior
1,1184,1184,far,0.70131,b,prior
1,1185,1185,far,-0.21245,b,prior
1,1186,1186,far,-2.06046,b,prior
1,1187,1187,far,-1.54486,b,prior
1,1188,1188,far,-1.30842,b,prior
1,1189,1189,far,-2.50155,b,prior
1,1190,1190,far,-3.57153,b,prior
1,1191,1191,far,9.37067e-4,b,prior
1,1192,1192,far,-3.31993,b,prior
1,1193,1193,far,-0.491546,b,prior
1,1194,1194,far,-0.88088,b,prior
1,1195,1195,far,-1.46024,b,prior
1,1196,1196,far,-1.1959,b,prior
1,1197,1197,far,-1.17895,b,prior
1,1198,1198,far,-2.10868,b,prior
1,1199,1199,far,-0.574864,b,prior
1,1200,1200,far,-2.46787,b,prior
1,1201,1201,far,-2.26903,b,prior
1,1202,1202,far,-1.21098,b,prior
1,1203,1203,far,-1.50651,b,prior
1,1204,1204,far,-2.03504,b,prior
1,1205,1205,far,-2.06763,b,prior
1,1206,1206,far,-1.12516,b,prior
1,1207,1207,far,-1.90692,b,prior
1,1208,1208,far,-1.54184,b,prior
1,1209,1209,far,-1.48352,b,prior
1,1210,1210,far,-1.28682,b,prior
1,1211,1211,far,-0.0301004,b,prior
1,1212,1212,far,-1.79946,b,prior
1,1213,1213,far,-1.06311,b,prior
1,1214,1214,far,-0.46028,b,prior
1,1215,1215,far,-1.68928,b,prior
1,1216,1216,far,-2.75192,b,prior
1,1217,1217,far,-0.596084,b,prior
1,1218,1218,far,-2.68245,b,prior
1,1219,1219,far,-2.37561,b,prior
1,1220,1220,far,0.202554,b,prior
1,1221,1221,far,-3.14362,b,prior
1,1222,1222,far,0.191009,b,prior
1,1223,1223,far,-3.20712,b,prior
1,1224,1224,far,-2.92343,b,prior
1,1225,1225,far,-0.147206,b,prior
1,1226,1226,far,-2.74542,b,prior
1,1227,1227,far,-0.960935,b,prior
1,1228,1228,far,-2.03625,b,prior
1,1229,1229,far,-1.24391,b,prior
1,1230,1230,far,-2.24399,b,prior
1,1231,1231,far,-0.292718,b,prior
1,1232,1232,far,-0.161318,b,prior
1,1233,1233,far,-3.61003,b,prior
1,1234,1234,far,0.495158,b,prior
1,1235,1235,far,-0.777051,b,prior
1,1236,1236,far,-0.442674,b,prior
1,1237,1237,far,-1.58509,b,prior
1,1238,1238,far,-1.46548,b,prior
1,1239,1239,far,-1.28452,b,prior
1,1240,1240,far,-1.6521,b,prior
1,1241,1241,far,-0.0845663,b,prior
1,1242,1242,far,-0.914896,b,prior
1,1243,1243,far,-1.32417,b,prior
1,1244,1244,far,-1.67613,b,prior
1,1245,1245,far,-1.53479,b,prior
1,1246,1246,far,-1.42914,b,prior
1,1247,1247,far,-1.71887,b,prior
1,1248,1248,far,-1.30947,b,prior
1,1249,1249,far,-1.81531,b,prior
1,1250,1250,far,-3.26647,b,prior
1,1251,1251,far,-1.99146,b,prior
1,1252,1252,far,-0.888945,b,prior
1,1253,1253,far,-0.834113,b,prior
1,1254,1254,far,-0.779701,b,prior
1,1255,1255,far,-0.753248,b,prior
1,1256,1256,far,-2.23827,b,prior
1,1257,1257,far,-0.170845,b,prior
1,1258,1258,far,-2.49848,b,prior
1,1259,1259,far,-2.38519,b,prior
1,1260,1260,far,-0.563518,b,prior
1,1261,1261,far,-1.35644,b,prior
1,1262,1262,far,-1.89931,b,prior
1,1263,1263,far,-0.849752,b,prior
1,1264,1264,far,-0.88955,b,prior
1,1265,1265,far,-1.24642,b,prior
1,1266,1266,far,-1.99493,b,prior
1,1267,1267,far,-1.66637,b,prior
1,1268,1268,far,-2.25615,b,prior
1,1269,1269,far,-2.32116,b,prior
1,1270,1270,far,0.336437,b,prior
1,1271,1271,far,-1.93368,b,prior
1,1272,1272,far,-0.98418,b,prior
1,1273,1273,far,-1.72562,b,prior
1,1274,1274,far,-0.722794,b,prior
1,1275,1275,far,-1.14986,b,prior
1,1276,1276,far,-2.11922,b,prior
1,1277,1277,far,-1.2576,b,prior
1,1278,1278,far,-2.95999,b,prior
1,1279,1279,far,0.199178,b,prior
1,1280,1280,far,-2.20565,b,prior
1,1281,1281,far,-0.67843,b,prior
1,1282,1282,far,-2.3237,b,prior
1,1283,1283,far,-2.62397,b,prior
1,1284,1284,far,-0.703995,b,prior
1,1285,1285,far,-2.41252,b,prior
1,1286,1286,far,-0.854396,b,prior
1,1287,1287,far,-1.1079,b,prior
1,1288,1288,far,0.87731,b,prior
1,1289,1289,far,-2.81341,b,prior
1,1290,1290,far,-0.815726,b,prior
1,1291,1291,far,-0.483955,b,prior
1,1292,1292,far,-1.34136,b,prior
1,1293,1293,far,-0.905159,b,prior
1,1294,1294,far,-1.60711,b,prior
1,1295,1295,far,-1.24572,b,prior
1,1296,1296,far,-2.18508,b,prior
1,1297,1297,far,-1.36592,b,prior
1,1298,1298,far,-1.18524,b,prior
1,1299,1299,far,-1.68106,b,prior
1,1300,1300,far,-1.82609,b,prior
1,1301,1301,far,-1.87845,b,prior
1,1302,1302,far,-1.06522,b,prior
1,1303,1303,far,-1.73779,b,prior
1,1304,1304,far,-1.385,b,prior
1,1305,1305,far,-1.58131,b,prior
1,1306,1306,far,-2.20118,b,prior
1,1307,1307,far,-1.18747,b,prior
1,1308,1308,far,-2.63898,b,prior
1,1309,1309,far,-0.283097,b,prior
1,1310,1310,far,-1.16795,b,prior
1,1311,1311,far,-1.26183,b,prior
1,1312,1312,far,-0.547958,b,prior
1,1313,1313,far,-0.722139,b,prior
1,1314,1314,far,-2.47927,b,prior
1,1315,1315,far,-1.80172,b,prior
1,1316,1316,far,-0.287689,b,prior
1,1317,1317,far,-3.10093,b,prior
1,1318,1318,far,-0.568363,b,prior
1,1319,1319,far,-0.0318065,b,prior
1,1320,1320,far,-2.00764,b,prior
1,1321,1321,far,-1.12307,b,prior
1,1322,1322,far,-1.71692,b,prior
1,1323,1323,far,-1.34243,b,prior
1,1324,1324,far,-0.393379,b,prior
1,1325,1325,far,-2.75515,b,prior
1,1326,1326,far,0.341976,b,prior
1,1327,1327,far,-3.64155,b,prior
1,1328,1328,far,-2.54709,b,prior
1,1329,1329,far,-1.43672,b,prior
1,1330,1330,far,-2.15894,b,prior
1,1331,1331,far,-1.28946,b,prior
1,1332,1332,far,-1.83411,b,prior
1,1333,1333,far,-1.45767,b,prior
1,1334,1334,far,-0.338345,b,prior
1,1335,1335,far,-3.24108,b,prior
1,1336,1336,far,-4.54472,b,prior
1,1337,1337,far,1.2268,b,prior
1,1338,1338,far,-1.90572,b,prior
1,1339,1339,far,-1.90572,b,prior
1,1340,1340,far,-2.61783,b,prior
1,1341,1341,far,-2.64911,b,prior
1,1342,1342,far,-0.469339,b,prior
1,1343,1343,far,-1.48831,b,prior
1,1344,1344,far,-2.87068,b,prior
1,1345,1345,far,-2.16506,b,prior
1,1346,1346,far,0.0452894,b,prior
1,1347,1347,far,-1.27486,b,prior
1,1348,1348,far,-1.63502,b,prior
1,1349,1349,far,-0.446,b,prior
1,1350,1350,far,-2.51681,b,prior
1,1351,1351,far,-0.490344,b,prior
1,1352,1352,far,-1.17532,b,prior
1,1353,1353,far,-2.12397,b,prior
1,1354,1354,far,-0.605575,b,prior
1,1355,1355,far,-1.16419,b,prior
1,1356,1356,far,-1.67963,b,prior
1,1357,1357,far,-1.43468,b,prior
1,1358,1358,far,-3.04312,b,prior
1,1359,1359,far,0.0600581,b,prior
1,1360,1360,far,-2.1957,b,prior
1,1361,1361,far,-1.13995,b,prior
1,1362,1362,far,-1.3526,b,prior
1,1363,1363,far,-1.65577,b,prior
1,1364,1364,far,-1.26311,b,prior
1,1365,1365,far,-1.62432,b,prior
1,1366,1366,far,-1.71255,b,prior
1,1367,1367,far,-0.571949,b,prior
1,1368,1368,far,-3.25163,b,prior
1,1369,1369,far,0.0967432,b,prior
1,1370,1370,far,-0.157255,b,prior
1,1371,1371,far,-2.52004,b,prior
1,1372,1372,far,-0.87397,b,prior
1,1373,1373,far,-2.14923,b,prior
1,1374,1374,far,-0.624543,b,prior
1,1375,1375,far,-2.82121,b,prior
1,1376,1376,far,-0.473212,b,prior
1,1377,1377,far,-0.568431,b,prior
1,1378,1378,far,-0.904977,b,prior
1,1379,1379,far,-0.111386,b,prior
1,1380,1380,far,-1.80732,b,prior
1,1381,1381,far,-1.66359,b,prior
1,1382,1382,far,0.0399304,b,prior
1,1383,1383,far,-1.50538,b,prior
1,1384,1384,far,-2.07432,b,prior
1,1385,1385,far,-1.16632,b,prior
1,1386,1386,far,-0.405993,b,prior
1,1387,1387,far,-1.5088,b,prior
1,1388,1388,far,-1.81886,b,prior
1,1389,1389,far,-2.01115,b,prior
1,1390,1390,far,-1.04344,b,prior
1,1391,1391,far,-1.77677,b,prior
1,1392,1392,far,-3.29721,b,prior
1,1393,1393,far,0.69835,b,prior
1,1394,1394,far,-1.89157,b,prior
1,1395,1395,far,-2.04914,b,prior
1,1396,1396,far,-1.25523,b,prior
1,1397,1397,far,-0.920007,b,prior
1,1398,1398,far,-1.78022,b,prior
1,1399,1399,far,-0.328078,b,prior
1,1400,1400,far,-2.40389,b,prior
1,1401,1401,far,-2.29163,b,prior
1,1402,1402,far,-1.642,b,prior
1,1403,1403,far,-2.0769,b,prior
1,1404,1404,far,-2.65677,b,prior
1,1405,1405,far,-0.567017,b,prior
1,1406,1406,far,1.04724,b,prior
1,1407,1407,far,-2.26905,b,prior
1,1408,1408,far,-1.07989,b,prior
1,1409,1409,far,-0.267053,b,prior
1,1410,1410,far,-1.88506,b,prior
1,1411,1411,far,-1.01318,b,prior
1,1412,1412,far,-2.12417,b,prior
1,1413,1413,far,-1.62508,b,prior
1,1414,1414,far,-1.2503,b,prior
1,1415,1415,far,-2.26332,b,prior
1,1416,1416,far,-2.64025,b,prior
1,1417,1417,far,-1.39072,b,prior
1,1418,1418,far,-1.03844,b,prior
1,1419,1419,far,-1.36615,b,prior
1,1420,1420,far,-1.70527,b,prior
1,1421,1421,far,-0.87861,b,prior
1,1422,1422,far,-0.421501,b,prior
1,1423,1423,far,-2.1859,b,prior
1,1424,1424,far,-1.09156,b,prior
1,1425,1425,far,-2.10827,b,prior
1,1426,1426,far,-0.797171,b,prior
1,1427,1427,far,-2.1244,b,prior
1,1428,1428,far,-1.73039,b,prior
1,1429,1429,far,-1.87432,b,prior
1,1430,1430,far,-0.43388,b,prior
1,1431,1431,far,-1.47593,b,prior
1,1432,1432,far,-2.0104,b,prior
1,1433,1433,far,-0.640235,b,prior
1,1434,1434,far,-2.37423,b,prior
1,1435,1435,far,-1.56316,b,prior
1,1436,1436,far,-1.89962,b,prior
1,1437,1437,far,-2.28496,b,prior
1,1438,1438,far,-2.58793,b,prior
1,1439,1439,far,0.388048,b,prior
1,1440,1440,far,-2.36876,b,prior
1,1441,1441,far,-1.93757,b,prior
1,1442,1442,far,-0.208906,b,prior
1,1443,1443,far,-1.02328,b,prior
1,1444,1444,far,-0.936929,b,prior
1,1445,1445,far,-2.11442,b,prior
1,1446,1446,far,-0.902877,b,prior
1,1447,1447,far,-2.5626,b,prior
1,1448,1448,far,-0.527526,b,prior
1,1449,1449,far,-0.985102,b,prior
1,1450,1450,far,-1.68349,b,prior
1,1451,1451,far,-1.24782,b,prior
1,1452,1452,far,-0.804666,b,prior
1,1453,1453,far,-1.40354,b,prior
1,1454,1454,far,0.0408457,b,prior
1,1455,1455,far,-3.1955,b,prior
1,1456,1456,far,-2.83755,b,prior
1,1457,1457,far,-1.9174,b,prior
1,1458,1458,far,-0.420489,b,prior
1,1459,1459,far,-0.806715,b,prior
1,1460,1460,far,-2.35234,b,prior
1,1461,1461,far,-0.724784,b,prior
1,1462,1462,far,-1.56925,b,prior
1,1463,1463,far,-1.5462,b,prior
1,1464,1464,far,-2.36452,b,prior
1,1465,1465,far,-0.0828436,b,prior
1,1466,1466,far,-1.1071,b,prior
1,1467,1467,far,-3.02876,b,prior
1,1468,1468,far,-3.20258,b,prior
1,1469,1469,far,0.576994,b,prior
1,1470,1470,far,-0.686791,b,prior
1,1471,1471,far,-1.48044,b,prior
1,1472,1472,far,-1.4471,b,prior
1,1473,1473,far,-2.16291,b,prior
1,1474,1474,far,-0.444633,b,prior
1,1475,1475,far,-1.51738,b,prior
1,1476,1476,far,-1.06685,b,prior
1,1477,1477,far,-2.15314,b,prior
1,1478,1478,far,-0.868846,b,prior
1,1479,1479,far,-1.15077,b,prior
1,1480,1480,far,-1.144,b,prior
1,1481,1481,far,-0.894225,b,prior
1,1482,1482,far,-1.14291,b,prior
1,1483,1483,far,-2.0552,b,prior
1,1484,1484,far,-2.25253,b,prior
1,1485,1485,far,-0.475224,b,prior
1,1486,1486,far,-0.651645,b,prior
1,1487,1487,far,-0.750085,b,prior
1,1488,1488,far,-2.28367,b,prior
1,1489,1489,far,-2.25854,b,prior
1,1490,1490,far,-3.14229,b,prior
1,1491,1491,far,-2.22687,b,prior
1,1492,1492,far,-0.903168,b,prior
1,1493,1493,far,-2.0487,b,prior
1,1494,1494,far,0.0651717,b,prior
1,1495,1495,far,-0.054554,b,prior
1,1496,1496,far,-2.76313,b,prior
1,1497,1497,far,-2.59251,b,prior
1,1498,1498,far,-1.52427,b,prior
1,1499,1499,far,-1.74741,b,prior
1,1500,1500,far,-2.39147,b,prior
1,1501,1501,far,-2.42302,b,prior
1,1502,1502,far,-1.10276,b,prior
1,1503,1503,far,-2.22584,b,prior
1,1504,1504,far,-0.710524,b,prior
1,1505,1505,far,-2.20567,b,prior
1,1506,1506,far,-1.73088,b,prior
1,1507,1507,far,-1.21597,b,prior
1,1508,1508,far,-1.72737,b,prior
1,1509,1509,far,-0.882545,b,prior
1,1510,1510,far,-1.40375,b,prior
1,1511,1511,far,-1.53008,b,prior
1,1512,1512,far,-3.67918,b,prior
1,1513,1513,far,-2.57832,b,prior
1,1514,1514,far,-0.601063,b,prior
1,1515,1515,far,-2.4825,b,prior
1,1516,1516,far,-0.518089,b,prior
1,1517,1517,far,-1.13173,b,prior
1,1518,1518,far,-0.68004,b,prior
1,1519,1519,far,-1.37886,b,prior
1,1520,1520,far,-2.50088,b,prior
1,1521,1521,far,-1.05818,b,prior
1,1522,1522,far,-1.75773,b,prior
1,1523,1523,far,-1.72885,b,prior
1,1524,1524,far,-0.653612,b,prior
1,1525,1525,far,-2.16897,b,prior
1,1526,1526,far,-1.5544,b,prior
1,1527,1527,far,-0.697542,b,prior
1,1528,1528,far,-2.17925,b,prior
1,1529,1529,far,-1.56477,b,prior
1,1530,1530,far,-0.576554,b,prior
1,1531,1531,far,-2.33296,b,prior
1,1532,1532,far,-0.0372206,b,prior
1,1533,1533,far,-3.46014,b,prior
1,1534,1534,far,0.38242,b,prior
1,1535,1535,far,0.724939,b,prior
1,1536,1536,far,-2.33636,b,prior
1,1537,1537,far,-1.73304,b,prior
1,1538,1538,far,-1.12684,b,prior
1,1539,1539,far,-2.01677,b,prior
1,1540,1540,far,-1.70568,b,prior
1,1541,1541,far,-2.06796,b,prior
1,1542,1542,far,-0.60929,b,prior
1,1543,1543,far,-1.43856,b,prior
1,1544,1544,far,-0.339667,b,prior
1,1545,1545,far,-2.26431,b,prior
1,1546,1546,far,-1.14002,b,prior
1,1547,1547,far,-1.73531,b,prior
1,1548,1548,far,-1.88531,b,prior
1,1549,1549,far,-2.13005,b,prior
1,1550,1550,far,-0.685171,b,prior
1,1551,1551,far,-0.311928,b,prior
1,1552,1552,far,-1.88487,b,prior
1,1553,1553,far,-2.47448,b,prior
1,1554,1554,far,0.450872,b,prior
1,1555,1555,far,-0.625672,b,prior
1,1556,1556,far,-1.9101,b,prior
1,1557,1557,far,-1.95499,b,prior
1,1558,1558,far,-1.4234,b,prior
1,1559,1559,far,-0.984338,b,prior
1,1560,1560,far,-2.0977,b,prior
1,1561,1561,far,-0.162504,b,prior
1,1562,1562,far,-2.82583,b,prior
1,1563,1563,far,-0.167802,b,prior
1,1564,1564,far,-3.56524,b,prior
1,1565,1565,far,-1.24948,b,prior
1,1566,1566,far,-2.12113,b,prior
1,1567,1567,far,-1.91083,b,prior
1,1568,1568,far,-1.14324,b,prior
1,1569,1569,far,-0.936973,b,prior
1,1570,1570,far,-1.16895,b,prior
